ï..UniqueID,Yearplanted.x,RowTree,Current.name,TaxonoriginalDN,Section,Collector,Population,FieldID,Regeneration.Strategy,AICorrected,MAT,MAP,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,AridityClass,Sampled.ANU,Threatened.NSW
NA,1993,R029/T06,Eucalyptus flindersii,Eucalyptus flindersii,Exsertaria,-,"Devils Peak, SA",,Lignotuber,0.1907,16.23333,432,0,NA,NA,0.5,NA,NA,Arid,,
NA,1993,R029/T07,Eucalyptus flindersii,Eucalyptus flindersii,Exsertaria,-,"Devils Peak, SA",,Lignotuber,0.1907,16.23333,432,0,NA,NA,0.5,NA,NA,Arid,,
NA,1993,R029/T09,Eucalyptus flindersii,Eucalyptus flindersii,Exsertaria,-,"Devils Peak, SA",,Lignotuber,0.1907,16.23333,432,0,NA,NA,0.5,NA,NA,Arid,,
545,1994,R039/T09,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,D.Nicolle,"Wiluna, WA",CCA0499,Lignotuber,0.0911,21.86667,275,0,0,4,0,0,4,Arid,,
545,1994,R039/T11,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,D.Nicolle,"Wiluna, WA",CCA0501,Lignotuber,0.0911,21.86667,275,0,0,4,0,0,4,Arid,,
545,1994,R039/T12,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,D.Nicolle,"Wiluna, WA",CCA0502,Lignotuber,0.0911,21.86667,275,0,0,4,0,0,4,Arid,,
482,1994,R040/T12,Eucalyptus porosa,Eucalyptus porosa,Adnataria,D.Nicolle,"Mt Wudinna, SA",CCA0525,Combination,0.1605,16.8875,334,0,0,4,0,0,4,Arid,,
482,1994,R040/T12,Eucalyptus porosa,Eucalyptus porosa,Adnataria,D.Nicolle,"Mt Wudinna, SA",CCA0525,Combination,0.1605,16.8875,334,0,0,4,0,0,4,Arid,x,
482,1994,R040/T14,Eucalyptus porosa,Eucalyptus porosa,Adnataria,D.Nicolle,"Mt Wudinna, SA",CCA0527,Combination,0.1605,16.8875,334,0,0,4,0,0,4,Arid,,
482,1994,R040/T15,Eucalyptus porosa,Eucalyptus porosa,Adnataria,D.Nicolle,"Mt Wudinna, SA",CCA0528,Combination,0.1605,16.8875,334,0,0,4,0,0,4,Arid,,
427,1994,R042/T08,Eucalyptus sparsa,Eucalyptus sparsa,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0572,Lignotuber,0.0956,19.7625,276,0,0,4,0,0,4,Arid,x,
427,1994,R042/T10,Eucalyptus sparsa,Eucalyptus sparsa,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0573,Lignotuber,0.0956,19.7625,276,0,0,4,0,0,4,Arid,,
427,1994,R042/T11,Eucalyptus sparsa,Eucalyptus sparsa,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0574,Lignotuber,0.0956,19.7625,276,0,0,4,0,0,4,Arid,,
423,1994,R045/T14,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0651,Combination,0.0934,19.89167,274,0,0,4,0,0,4,Arid,,
423,1994,R045/T15,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0652,Combination,0.0934,19.89167,274,0,0,4,0,0,4,Arid,,
423,1994,R045/T16,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,D.Nicolle,"Everard Ranges, SA",CCA0653,Combination,0.0934,19.89167,274,0,0,4,0,0,4,Arid,,
742,1994,R046/T36,Eucalyptus polyanthemos subsp. polyanthemos,Eucalyptus polyanthemos subsp. polyanthemos,Adnataria,,"Rylstone, NSW",,Combination,0.4899,14.15833,760,0,NA,NA,0,NA,NA,Semiarid,x,
747,1994,R047/T05,Eucalyptus conica,Eucalyptus conica,Adnataria,D.Nicolle,"Bylong, NSW",CCA0677,Combination,0.3791,16.7875,653,0.75,0.5,4,1,0,4,Semiarid,x,
747,1994,R047/T06,Eucalyptus conica,Eucalyptus conica,Adnataria,D.Nicolle,"Bylong, NSW",CCA0678,Combination,0.3791,16.7875,653,0.75,0.5,4,1,0,4,Semiarid,,
747,1994,R047/T07,Eucalyptus conica x E. microcarpa,Eucalyptus conica,Adnataria,D.Nicolle,"Bylong, NSW",CCA0680,Combination,0.3791,16.7875,653,0.75,0.5,4,1,0,4,Semiarid,,
747,1994,R047/T08,Eucalyptus conica,Eucalyptus conica,Adnataria,D.Nicolle,"Bylong, NSW",CCA0679,Combination,0.3791,16.7875,653,0.75,0.5,4,1,0,4,Semiarid,,
743,1994,R047/T19,Eucalyptus dawsonii,Eucalyptus dawsonii,Adnataria,D.Nicolle,"Ginghi, NSW",CCA0687,Combination,0.4369,15.21667,695,0.5,0.577350269,4,0.25,0.5,4,Semiarid,x,
743,1994,R047/T20,Eucalyptus dawsonii,Eucalyptus dawsonii,Adnataria,D.Nicolle,"Ginghi, NSW",CCA0688,Combination,0.4369,15.21667,695,0.5,0.577350269,4,0.25,0.5,4,Semiarid,,
743,1994,R047/T21,Eucalyptus dawsonii,Eucalyptus dawsonii,Adnataria,D.Nicolle,"Ginghi, NSW",CCA0689,Combination,0.4369,15.21667,695,0.5,0.577350269,4,0.25,0.5,4,Semiarid,,
777,1994,R048/T13,Eucalyptus melliodora,Eucalyptus melliodora,Adnataria,D.Nicolle,"Rylstone, NSW",CCA0704,Combination,0.4644,14.475,734,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,x,
777,1994,R048/T14,Eucalyptus melliodora,Eucalyptus melliodora,Adnataria,D.Nicolle,"Rylstone, NSW",CCA0705,Combination,0.4644,14.475,734,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,x,
777,1994,R048/T15,Eucalyptus melliodora,Eucalyptus melliodora,Adnataria,D.Nicolle,"Rylstone, NSW",CCA0706,Combination,0.4644,14.475,734,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,x,
746,1994,R048/T18,Eucalyptus caleyi subsp. caleyi,Eucalyptus caleyi subsp. caleyi,Adnataria,,"Bylong, NSW",,Combination,0.3752,16.875,648,0,NA,NA,0,NA,NA,Semiarid,,
746,1994,R048/T19,Eucalyptus caleyi subsp. caleyi,Eucalyptus caleyi subsp. caleyi,Adnataria,,"Bylong, NSW",,Combination,0.3752,16.875,648,0,NA,NA,0,NA,NA,Semiarid,,
736,1994,R048/T22,Eucalyptus polybractea,Eucalyptus polybractea,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA0713,Lignotuber,0.266,16.42917,508,0,0,4,0,0,4,Semiarid,,
736,1994,R048/T23,Eucalyptus polybractea,Eucalyptus polybractea,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA0714,Lignotuber,0.266,16.42917,508,0,0,4,0,0,4,Semiarid,,
736,1994,R048/T24,Eucalyptus polybractea,Eucalyptus polybractea,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA0715,Lignotuber,0.266,16.42917,508,0,0,4,0,0,4,Semiarid,,
751,1994,R048/T25,Eucalyptus dwyeri,Eucalyptus dwyeri,Exsertaria,D.Nicolle,"Wollar, NSW",,Uncertain,0.3934,16.08333,662,0,NA,NA,0,NA,NA,Semiarid,,
751,1994,R048/T26,Eucalyptus dwyeri,Eucalyptus dwyeri,Exsertaria,D.Nicolle,"Wollar, NSW",,Uncertain,0.3934,16.08333,662,0,NA,NA,0,NA,NA,Semiarid,,
751,1994,R048/T27,Eucalyptus dwyeri,Eucalyptus dwyeri,Exsertaria,D.Nicolle,"Wollar, NSW",,Uncertain,0.3934,16.08333,662,0,NA,NA,0,NA,NA,Semiarid,,
690,1994,R049/T01,Eucalyptus viridis,Eucalyptus viridis,Adnataria,,"Hermidale, NSW",,Lignotuber,0.1985,18.2875,415,0,NA,NA,0,NA,NA,Arid,,
690,1994,R049/T02,Eucalyptus viridis,Eucalyptus viridis,Adnataria,,"Hermidale, NSW",,Lignotuber,0.1985,18.2875,415,0,NA,NA,0,NA,NA,Arid,,
690,1994,R049/T03,Eucalyptus viridis,Eucalyptus viridis,Adnataria,,"Hermidale, NSW",,Lignotuber,0.1985,18.2875,415,0,NA,NA,0,NA,NA,Arid,,
681,1994,R049/T05,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,D.Nicolle,"Kogan, Qld",CCA0732,Combination,0.31,19.1125,612,0,0,4,0,0,4,Semiarid,,
681,1994,R049/T06,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,D.Nicolle,"Kogan, Qld",CCA0733,Combination,0.31,19.1125,612,0,0,4,0,0,4,Semiarid,x,
681,1994,R049/T08,Eucalyptus woollsiana,Eucalyptus woollsiana (E. pilligaensis),Adnataria,D.Nicolle,"Kogan, Qld",CCA0735,Combination,0.31,19.1125,612,0,0,4,0,0,4,Semiarid,,
730,1994,R049/T15,Eucalyptus morrisii,Eucalyptus morrisii,Exsertaria,D.Nicolle,"Mt Boppy, NSW",,Lignotuber,0.1971,18.00833,408,0,NA,NA,0,NA,NA,Arid,,
690,1994,R049/T17,Eucalyptus melanophloia subsp. melanophloia,Eucalyptus melanophloia subsp. melanophloia,Adnataria,,"Wandoan, Qld",,Combination,0.3006,20.15833,626,0,NA,1,0,NA,NA,Semiarid,x,
713,1994,R049/T20,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,D.Nicolle,"Bororen, Qld",CCA0746,Combination,0.5833,21.95,1102,2,0,4,1.75,0.5,4,DrySubhumid,,
713,1994,R049/T21,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,D.Nicolle,"Bororen, Qld",CCA0747,Combination,0.5833,21.95,1102,2,0,4,1.75,0.5,4,DrySubhumid,,
713,1994,R049/T23,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,D.Nicolle,"Bororen, Qld",CCA0749,Combination,0.5833,21.95,1102,2,0,4,1.75,0.5,4,DrySubhumid,,
712,1994,R049/T24,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,D.Nicolle,"Gladstone, Qld",CCA0750,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,,
712,1994,R049/T25,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,D.Nicolle,"Gladstone, Qld",CCA0751,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,x,
712,1994,R049/T26,Eucalyptus moluccana,Eucalyptus moluccana,Adnataria,D.Nicolle,"Gladstone, Qld",CCA0752,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,,
722,1994,R050/T01,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,D.Nicolle,"Inverell, NSW",CCA0758,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,
722,1994,R050/T03,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,D.Nicolle,"Inverell, NSW",CCA0759,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,
722,1994,R050/T04,Eucalyptus blakelyi,Eucalyptus blakelyi,Exsertaria,D.Nicolle,"Inverell, NSW",CCA0760,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,
723,1994,R050/T06,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,D.Nicolle,"Inverell, NSW",,Uncertain,0.4153,16.67083,765,0.75,NA,NA,0.75,NA,NA,Semiarid,,
724,1994,R050/T09,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,D.Nicolle,"Nandewar Range, NSW",,Uncertain,0.4164,16.0375,753,0.666666667,NA,NA,0.333333333,NA,NA,Semiarid,,
724,1994,R050/T11,Eucalyptus dealbata,Eucalyptus dealbata,Exsertaria,D.Nicolle,"Nandewar Range, NSW",,Uncertain,0.4164,16.0375,753,0.666666667,NA,NA,0.333333333,NA,NA,Semiarid,,
666,1994,R050/T13,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,,"Flora Range, Qld",,Combination,0.6368,18.67083,1085,0,NA,NA,1,NA,NA,DrySubhumid,x,
666,1994,R050/T15,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,,"Flora Range, Qld",,Combination,0.6368,18.67083,1085,0,NA,NA,1,NA,NA,DrySubhumid,,
666,1994,R050/T16,Eucalyptus crebra,Eucalyptus fibrosa,Adnataria,,"Flora Range, Qld",,Combination,0.6368,18.67083,1085,0,NA,NA,1,NA,NA,DrySubhumid,,
720,1994,R050/T21,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,,"Mt Beerwah, Qld",,Lignotuber,0.6827,13.44583321,886,0.25,NA,NA,0.5,NA,NA,Humid,,
720,1994,R050/T22,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,,"Mt Beerwah, Qld",,Lignotuber,0.6827,13.44583321,886,0.25,NA,NA,0.5,NA,NA,Humid,,
720,1994,R050/T23,Eucalyptus kabiana,Eucalyptus kabiana,Exsertaria,,"Mt Beerwah, Qld",,Lignotuber,0.6827,13.44583321,886,0.25,NA,NA,0.5,NA,NA,Humid,,
680,1994,R051/T01,Eucalyptus elegans,Eucalyptus elegans,Adnataria,D.Nicolle,"Kogan, Qld",,Combination,0.3167,19.06667,616,0,NA,NA,0,NA,NA,Semiarid,,
680,1994,R051/T03,Eucalyptus elegans,Eucalyptus elegans,Adnataria,D.Nicolle,"Kogan, Qld",,Combination,0.3167,19.06667,616,0,NA,NA,0,NA,NA,Semiarid,,
680,1994,R051/T04,Eucalyptus elegans,Eucalyptus elegans,Adnataria,D.Nicolle,"Kogan, Qld",,Combination,0.3167,19.06667,616,0,NA,NA,0,NA,NA,Semiarid,,
686,1994,R051/T05,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,D.Nicolle,"Burncluith, Qld",,Combination,0.3121,19.59583,631,0,NA,NA,0,NA,NA,Semiarid,,
686,1994,R051/T06,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,D.Nicolle,"Burncluith, Qld",,Combination,0.3121,19.59583,631,0,NA,NA,0,NA,NA,Semiarid,,
686,1994,R051/T07,Eucalyptus argophloia,Eucalyptus argophloia,Adnataria,D.Nicolle,"Burncluith, Qld",,Combination,0.3121,19.59583,631,0,NA,NA,0,NA,NA,Semiarid,,
671,1994,R052/T01,Eucalyptus prava,Eucalyptus prava,Exsertaria,D.Nicolle,"Mt Norman, Qld",CCA0800,Combination,0.6147,18.91666603,921,1.333333333,NA,3,2,NA,3,DrySubhumid,,
671,1994,R052/T04,Eucalyptus prava,Eucalyptus prava,Exsertaria,D.Nicolle,"Mt Norman, Qld",,Combination,0.6147,18.91666603,921,1.333333333,NA,3,2,NA,3,DrySubhumid,,
668,1994,R052/T06,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,D.Nicolle,"Tenterfield, NSW",CCA0804,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,
668,1994,R052/T07,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,D.Nicolle,"Tenterfield, NSW",CCA0805,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,
668,1994,R052/T08,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,D.Nicolle,"Tenterfield, NSW",CCA0806,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,
674,1994,R052/T09,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,D.Nicolle,"Wallangarra, Qld",CCA0807,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,,
674,1994,R052/T10,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,D.Nicolle,"Wallangarra, Qld",CCA0808,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,x,
674,1994,R052/T12,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Adnataria,D.Nicolle,"Wallangarra, Qld",CCA0810,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,,
685,1994,R053/T05,EucalyptusÂ fibrosaÂ subsp.Â nubilis,Eucalyptus nubilis,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3134,18.95417,615,0.333333333,NA,NA,0.5,NA,NA,Semiarid,,
685,1994,R053/T06,EucalyptusÂ fibrosaÂ subsp.Â nubilis,Eucalyptus nubilis,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3134,18.95417,615,0.333333333,NA,NA,0.5,NA,NA,Semiarid,,
685,1994,R053/T08,EucalyptusÂ fibrosaÂ subsp.Â nubilis,Eucalyptus nubilis,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3134,18.95417,615,0.333333333,NA,NA,0.5,NA,NA,Semiarid,,
639,1994,R053/T09,Eucalyptus paniculata,Eucalyptus paniculata (subsp. matutina),Adnataria,D.Nicolle,"Nelson Bay, NSW",CCA0827,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,,
639,1994,R053/T10,Eucalyptus paniculata,Eucalyptus paniculata (subsp. matutina),Adnataria,D.Nicolle,"Nelson Bay, NSW",CCA0828,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,,
639,1994,R053/T11,Eucalyptus paniculata,Eucalyptus paniculata (subsp. matutina),Adnataria,D.Nicolle,"Nelson Bay, NSW",CCA0829,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,,
604,1994,R053/T17,Eucalyptus amplifolia subsp. amplifolia,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,D.Nicolle,"Nerriga, NSW",CCA0833,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,
604,1994,R053/T18,Eucalyptus amplifolia subsp. amplifolia,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,D.Nicolle,"Nerriga, NSW",CCA0834,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,
604,1994,R053/T19,Eucalyptus amplifolia subsp. amplifolia,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,D.Nicolle,"Nerriga, NSW",CCA0835,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,
689,1994,R053/T25,Eucalyptus dura,Eucalyptus dura,Adnataria,D.Nicolle,"Barakula State Forest, Qld",CCA0841,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,,
689,1994,R053/T26,Eucalyptus dura,Eucalyptus dura,Adnataria,D.Nicolle,"Barakula State Forest, Qld",CCA0842,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,,
689,1994,R053/T27,Eucalyptus dura,Eucalyptus dura,Adnataria,D.Nicolle,"Barakula State Forest, Qld",CCA0843,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,,
683,1994,R053/T33,Eucalyptus panda,Eucalyptus panda,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3159,18.8625,620,0,NA,NA,0.333333333,NA,NA,Semiarid,,
683,1994,R053/T33,Eucalyptus panda,Eucalyptus panda,Adnataria,,"Pokolbin, NSW",,Lignotuber,0.4952,17.32917,804,0,NA,NA,0.333333333,NA,NA,Semiarid,,X
683,1994,R053/T35,Eucalyptus panda,Eucalyptus panda,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3159,18.8625,620,0,NA,NA,0.333333333,NA,NA,Semiarid,,
683,1994,R053/T36,Eucalyptus panda,Eucalyptus panda,Adnataria,D.Nicolle,"Tara, Qld",,Combination,0.3159,18.8625,620,0,NA,NA,0.333333333,NA,NA,Semiarid,,
717,1994,R054/T13,Eucalyptus siderophloia,Eucalyptus siderophloia,Adnataria,D.Nicolle,"Gympie, Qld",,Combination,0.6024,20.4,1103,1,NA,NA,0.5,NA,NA,DrySubhumid,,
717,1994,R054/T14,Eucalyptus siderophloia,Eucalyptus siderophloia,Adnataria,D.Nicolle,"Gympie, Qld",,Combination,0.6024,20.4,1103,1,NA,NA,0.5,NA,NA,DrySubhumid,,
717,1994,R054/T15,Eucalyptus siderophloia,Eucalyptus siderophloia,Adnataria,D.Nicolle,"Gympie, Qld",,Combination,0.6024,20.4,1103,1,NA,NA,0.5,NA,NA,DrySubhumid,,
697,1994,R054/T16,Eucalyptus cambageana,Eucalyptus cambageana,Adnataria,D.Nicolle,"Moura, Qld",CCA0859,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,,
697,1994,R054/T18,Eucalyptus cambageana,Eucalyptus cambageana,Adnataria,D.Nicolle,"Moura, Qld",CCA0860,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,,
697,1994,R054/T19,Eucalyptus cambageana,Eucalyptus cambageana,Adnataria,D.Nicolle,"Moura, Qld",CCA0861,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,,
698,1994,R054/T21,Eucalyptus orgadophila,Eucalyptus orgadophila,Adnataria,D.Nicolle,"Rolleston, Qld",CCA0863,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,,
698,1994,R054/T22,Eucalyptus orgadophila,Eucalyptus orgadophila,Adnataria,D.Nicolle,"Rolleston, Qld",CCA0864,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,,
698,1994,R054/T23,Eucalyptus orgadophila,Eucalyptus orgadophila,Adnataria,D.Nicolle,"Rolleston, Qld",CCA0865,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,,
641,1994,R056/T08,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Exsertaria,D.Nicolle,"Williamstown, NSW",CCA0895,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,,X
641,1994,R056/T09,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Exsertaria,D.Nicolle,"Williamstown, NSW",CCA0896,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,,X
641,1994,R056/T10,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Exsertaria,D.Nicolle,"Williamstown, NSW",CCA0897,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,,X
716,1994,R058/T04,Eucalyptus hallii,Eucalyptus hallii,Exsertaria,D.Nicolle,"Goodwood, Qld",CCA0923,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,
716,1994,R058/T05,Eucalyptus hallii,Eucalyptus hallii,Exsertaria,D.Nicolle,"Goodwood, Qld",CCA0924,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,
716,1994,R058/T06,Eucalyptus hallii,Eucalyptus hallii,Exsertaria,D.Nicolle,"Goodwood, Qld",CCA0925,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,
646,1994,R058/T12,Eucalyptus ancophila,Eucalyptus ancophila,Adnataria,D.Nicolle,"Eungai Creek, NSW",CCA0927,Combination,0.8463,18.475,1375,0.5,0.577350269,4,0.75,0.5,4,Humid,,
646,1994,R058/T14,Eucalyptus ancophila,Eucalyptus ancophila,Adnataria,D.Nicolle,"Eungai Creek, NSW",CCA0929,Combination,0.8463,18.475,1375,0.5,0.577350269,4,0.75,0.5,4,Humid,,
646,1994,R058/T15,Eucalyptus ancophila,Eucalyptus ancophila,Adnataria,D.Nicolle,"Eungai Creek, NSW",CCA0930,Combination,0.8463,18.475,1375,0.5,0.577350269,4,0.75,0.5,4,Humid,,
679,1994,R059/T12,Eucalyptus populnea subsp. populnea,Eucalyptus populnea subsp. populnea,Adnataria,D.Nicolle,"Kogan, Qld",CCA0940,Combination,0.3167,19.06667,616,1.5,0.577350269,4,0.25,0.5,4,Semiarid,,
679,1994,R059/T13,Eucalyptus populnea subsp. populnea,Eucalyptus populnea subsp. populnea,Adnataria,D.Nicolle,"Kogan, Qld",CCA0941,Combination,0.3167,19.06667,616,1.5,0.577350269,4,0.25,0.5,4,Semiarid,x,
679,1994,R059/T15,Eucalyptus populnea subsp. populnea,Eucalyptus populnea subsp. populnea,Adnataria,D.Nicolle,"Kogan, Qld",CCA0943,Combination,0.3167,19.06667,616,1.5,0.577350269,4,0.25,0.5,4,Semiarid,,
728,1994,R060/T01,Eucalyptus vicina,Eucalyptus vicina,Exsertaria,D.Nicolle,"Hermidale, NSW",CCA0947,Lignotuber,0.2139,18.6875,452,0,0,4,0,0,4,Semiarid,,
728,1994,R060/T02,Eucalyptus vicina,Eucalyptus vicina,Exsertaria,D.Nicolle,"Hermidale, NSW",CCA0948,Lignotuber,0.2139,18.6875,452,0,0,4,0,0,4,Semiarid,,
728,1994,R060/T03,Eucalyptus vicina,Eucalyptus vicina,Exsertaria,D.Nicolle,"Hermidale, NSW",CCA0949,Lignotuber,0.2139,18.6875,452,0,0,4,0,0,4,Semiarid,,
667,1994,R060/T29,Eucalyptus interstans,Eucalyptus interstans,Exsertaria,D.Nicolle,"Drake, NSW",CCA0956,Combination,0.7162,16.77917,1149,1,1,4,2.333333333,0.577350269,4,DrySubhumid,,
