ï..UniqueID,Yearplanted.x,RowTree,Current.name,TaxonoriginalDN,Section,Collector,Population,FieldID,Regeneration.Strategy,AICorrected,MAT,MAP,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,AridityClass,Sampled.ANU,Threatened.NSW
667,1994,R060/T30,Eucalyptus interstans,Eucalyptus interstans,Exsertaria,D.Nicolle,"Drake, NSW",CCA0957,Combination,0.7162,16.77917,1149,1,1,4,2.333333333,0.577350269,4,DrySubhumid,,
667,1994,R060/T32,Eucalyptus interstans,Eucalyptus interstans,Exsertaria,D.Nicolle,"Drake, NSW",CCA0959,Combination,0.7162,16.77917,1149,1,1,4,2.333333333,0.577350269,4,DrySubhumid,,
645,1994,R061/T13,Eucalyptus fusiformis,Eucalyptus fusiformis,Adnataria,D.Nicolle,"Macksville, NSW",CCA0970,Combination,0.8575,18.2875,1379,1.25,0.5,4,1,0,4,Humid,,
645,1994,R061/T14,Eucalyptus fusiformis,Eucalyptus fusiformis,Adnataria,D.Nicolle,"Macksville, NSW",CCA0971,Combination,0.8575,18.2875,1379,1.25,0.5,4,1,0,4,Humid,x,
645,1994,R061/T15,Eucalyptus fusiformis,Eucalyptus fusiformis,Adnataria,D.Nicolle,"Macksville, NSW",CCA0972,Combination,0.8575,18.2875,1379,1.25,0.5,4,1,0,4,Humid,,
643,1994,R061/T29,Eucalyptus paniculata,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Bulahdelah, NSW",CCA0980,Combination,0.713,17.13333,1120,0,0,4,0.25,0.5,4,DrySubhumid,,
643,1994,R061/T30,Eucalyptus paniculata,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Bulahdelah, NSW",CCA0981,Combination,0.713,17.13333,1120,0,0,4,0.25,0.5,4,DrySubhumid,,
643,1994,R061/T31,Eucalyptus paniculata,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Bulahdelah, NSW",CCA0982,Combination,0.713,17.13333,1120,0,0,4,0.25,0.5,4,DrySubhumid,,
1178,1995,R063/T17,Eucalyptus victrix,Eucalyptus victrix,Adnataria,D.Nicolle,"Lake Macleod,  WA",,Combination,0.0847,23.37083244,243,0.5,NA,NA,0,NA,NA,Arid,,
1178,1995,R063/T18,Eucalyptus victrix,Eucalyptus victrix,Adnataria,D.Nicolle,"Lake Macleod,  WA",,Combination,0.0847,23.37083244,243,0.5,NA,NA,0,NA,NA,Arid,,
1178,1995,R063/T19,Eucalyptus victrix,Eucalyptus victrix,Adnataria,D.Nicolle,"Lake Macleod,  WA",,Combination,0.0847,23.37083244,243,0.5,NA,NA,0,NA,NA,Arid,,
1207,1995,R066/T19,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,D.Nicolle,"MacDonnell Ranges, NT",CCA1130,Lignotuber,0.1146,21.89166641,324,0,0,4,0,0,4,Arid,,
1207,1995,R066/T20,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,D.Nicolle,"MacDonnell Ranges, NT",CCA1131,Lignotuber,0.1146,21.89166641,324,0,0,4,0,0,4,Arid,,
1207,1995,R066/T21,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,D.Nicolle,"MacDonnell Ranges, NT",CCA1132,Lignotuber,0.1146,21.89166641,324,0,0,4,0,0,4,Arid,,
1206,1995,R066/T25,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"MacDonnell Ranges, NT",CCA1135,Combination,0.126,23.72083282,382,2.25,1.5,4,2,1.414213562,4,Arid,,
1206,1995,R066/T26,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"MacDonnell Ranges, NT",CCA1136,Combination,0.126,23.72083282,382,2.25,1.5,4,2,1.414213562,4,Arid,,
1206,1995,R066/T27,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"MacDonnell Ranges, NT",CCA1137,Combination,0.126,23.72083282,382,2.25,1.5,4,2,1.414213562,4,Arid,,
980,1995,R066/T29,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,D.Nicolle,"Wentworth, NSW",CCA1139,Combination,0.1374,17.65833,290,0.2,0.447213595,5,0,0,5,Arid,,
980,1995,R066/T32,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,D.Nicolle,"Wentworth, NSW",CCA1142,Combination,0.1374,17.65833,290,0.2,0.447213595,5,0,0,5,Arid,,
980,1995,R066/T33,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,D.Nicolle,"Wentworth, NSW",CCA1143,Combination,0.1374,17.65833,290,0.2,0.447213595,5,0,0,5,Arid,,
822,1995,R066/T34,Eucalyptus odorata,Eucalyptus odorata,Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1144,Combination,0.2834,15.97083,478,0,0,4,0,0,4,Semiarid,,
822,1995,R066/T36,Eucalyptus odorata,Eucalyptus odorata,Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1146,Combination,0.2834,15.97083,478,0,0,4,0,0,4,Semiarid,,
822,1995,R066/T37,Eucalyptus odorata,Eucalyptus odorata,Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1147,Combination,0.2834,15.97083,478,0,0,4,0,0,4,Semiarid,,
1154,1995,R068/T10,Eucalyptus absita,Eucalyptus absita,Adnataria,D.Nicolle,"Badgingarra, WA",,Lignotuber,0.254,18.63750076,565,1,NA,NA,1,NA,NA,Semiarid,,
1131,1995,R069/T32,Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Exsertaria,D.Nicolle,"Pallinup River, WA",CCA1212,Combination,0.2801,16.34166718,475,2.666666667,0.577350269,4,2.666666667,0.577350269,4,Semiarid,,
1131,1995,R069/T34,Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Exsertaria,D.Nicolle,"Pallinup River, WA",CCA1214,Combination,0.2801,16.34166718,475,2.666666667,0.577350269,4,2.666666667,0.577350269,4,Semiarid,,
823,1995,R071/T28,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Exsertaria,D.Nicolle,"Kangaroo Island, SA",CCA1266,Combination,0.2842,15.95833,480,0.25,0.5,4,0.25,0.5,4,Semiarid,,
823,1995,R071/T29,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Exsertaria,D.Nicolle,"Kangaroo Island, SA",CCA1267,Combination,0.2842,15.95833,480,0.25,0.5,4,0.25,0.5,4,Semiarid,,
823,1995,R071/T30,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Exsertaria,D.Nicolle,"Kangaroo Island, SA",CCA1268,Combination,0.2842,15.95833,480,0.25,0.5,4,0.25,0.5,4,Semiarid,,
1209,1995,R073/T01,Eucalyptus gillenii,Eucalyptus gillenii,Exsertaria,D.Nicolle,"Mt Gillen, WA",CCA1301,Lignotuber,0.1125,21.25416565,322,0,0,4,0,0,4,Arid,,
1209,1995,R073/T02,Eucalyptus gillenii,Eucalyptus gillenii,Exsertaria,D.Nicolle,"Mt Gillen, WA",CCA1302,Lignotuber,0.1125,21.25416565,322,0,0,4,0,0,4,Arid,,
1209,1995,R073/T03,Eucalyptus gillenii,Eucalyptus gillenii,Exsertaria,D.Nicolle,"Mt Gillen, WA",CCA1303,Lignotuber,0.1125,21.25416565,322,0,0,4,0,0,4,Arid,,
783,1995,R074/T13,Eucalyptus behriana,Eucalyptus behriana,Adnataria,D.Nicolle,"Tarlee, SA",CCA1333,Lignotuber,0.2317,16.11667,446,0,0,4,0,0,4,Semiarid,,
783,1995,R074/T15,Eucalyptus behriana,Eucalyptus behriana x E. odorata,Adnataria,D.Nicolle,"Tarlee, SA",CCA1334,Lignotuber,0.2317,16.11667,446,0,0,4,0,0,4,Semiarid,,
783,1995,R074/T16,Eucalyptus behriana,Eucalyptus behriana x E. odorata,Adnataria,D.Nicolle,"Tarlee, SA",CCA1335,Lignotuber,0.2317,16.11667,446,0,0,4,0,0,4,Semiarid,,
945,1995,R074/T28,Eucalyptus petiolaris,Eucalyptus petiolaris (yellow flower morph),Adnataria,D.Nicolle,"Koppio Hills 2, SA",CCA1340,Combination,0.2764,16.0375,482,0.666666667,1.154700538,4,1.333333333,0.577350269,4,Semiarid,,
945,1995,R074/T30,Eucalyptus petiolaris,Eucalyptus petiolaris (yellow flower morph),Adnataria,D.Nicolle,"Koppio Hills 2, SA",CCA1341,Combination,0.2764,16.0375,482,0.666666667,1.154700538,4,1.333333333,0.577350269,4,Semiarid,,
945,1995,R074/T31,Eucalyptus petiolaris,Eucalyptus petiolaris (yellow flower morph),Adnataria,D.Nicolle,"Koppio Hills 2, SA",CCA1342,Combination,0.2764,16.0375,482,0.666666667,1.154700538,4,1.333333333,0.577350269,4,Semiarid,,
825,1995,R075/T02,Eucalyptus albopurpurea,Eucalyptus albopurpurea (atypical form),Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1345,Lignotuber,0.2967,15.84583,489,0,0,4,0,0,4,Semiarid,,
825,1995,R075/T03,Eucalyptus albopurpurea,Eucalyptus albopurpurea (atypical form),Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1346,Lignotuber,0.2967,15.84583,489,0,0,4,0,0,4,Semiarid,,
825,1995,R075/T04,Eucalyptus albopurpurea,Eucalyptus albopurpurea (atypical form),Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1347,Lignotuber,0.2967,15.84583,489,0,0,4,0,0,4,Semiarid,,
825,1995,R075/T05,Eucalyptus albopurpurea,Eucalyptus albopurpurea (atypical form),Adnataria,D.Nicolle,"Kangaroo Island, SA",CCA1348,Lignotuber,0.2967,15.84583,489,0,0,4,0,0,4,Semiarid,,
942,1995,R075/T15,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,D.Nicolle,"Sleaford Bay, SA",CCA1356,Lignotuber,0.325,15.60833,528,0,0,4,0,0,4,Semiarid,,
942,1995,R075/T16,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,D.Nicolle,"Sleaford Bay, SA",CCA1357,Lignotuber,0.325,15.60833,528,0,0,4,0,0,4,Semiarid,,
634,1995,R076/T21,Eucalyptus fergusonii subsp. dorsiventralis,Eucalyptus fergusonii subsp. dorsiventralis,Adnataria,D.Nicolle,"Wollombi, NSW",CCA1371,Combination,0.5233,16.7625,818,1,0,4,1.25,NA,4,DrySubhumid,,
634,1995,R076/T22,Eucalyptus fergusonii subsp. dorsiventralis,Eucalyptus fergusonii subsp. dorsiventralis,Adnataria,D.Nicolle,"Wollombi, NSW",CCA1372,Combination,0.5233,16.7625,818,1,0,4,1.25,NA,4,DrySubhumid,,
634,1995,R076/T23,Eucalyptus fergusonii subsp. dorsiventralis,Eucalyptus fergusonii subsp. dorsiventralis,Adnataria,D.Nicolle,"Wollombi, NSW",CCA1373,Combination,0.5233,16.7625,818,1,0,4,1.25,NA,4,DrySubhumid,,
1355,1996,R086/T16,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,D.Nicolle,"Palmer River, NT",CCA1478,Combination,0.0964,21.85416603,282,0,0,3,0,0,3,Arid,x,
1355,1996,R086/T17,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,D.Nicolle,"Palmer River, NT",CCA1479,Combination,0.0964,21.85416603,282,0,0,3,0,0,3,Arid,,
1330,1996,R087/T07,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,D.Nicolle,"Mount Isa 1, Qld",CCA1495,Combination,0.1494,24.1875,436,0,0,4,0,0,4,Arid,,
1330,1996,R087/T08,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,D.Nicolle,"Mount Isa 1, Qld",CCA1496,Combination,0.1494,24.1875,436,0,0,4,0,0,4,Arid,,
1330,1996,R087/T09,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,D.Nicolle,"Mount Isa 1, Qld",CCA1497,Combination,0.1494,24.1875,436,0,0,4,0,0,4,Arid,,
1364,1996,R087/T22,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,D.Nicolle,"Happy Valley, SA",CCA1508,Combination,0.3411,15.80416679,610,0.333333333,0.516397779,6,0.4,0.547722558,6,Semiarid,,
1364,1996,R087/T25,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,D.Nicolle,"Happy Valley, SA",CCA1511,Combination,0.3411,15.80416679,610,0.333333333,0.516397779,6,0.4,0.547722558,6,Semiarid,,
1364,1996,R087/T26,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,D.Nicolle,"Happy Valley, SA",CCA1512,Combination,0.3411,15.80416679,610,0.333333333,0.516397779,6,0.4,0.547722558,6,Semiarid,,
1284,1996,R087/T28,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,D.Nicolle,"Barcaldine, Qld",,Combination,0.2063,22.67083359,519,0.333333333,NA,NA,0,NA,NA,Semiarid,,
1284,1996,R087/T30,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,D.Nicolle,"Barcaldine, Qld",,Combination,0.2063,22.67083359,519,0.333333333,NA,NA,0,NA,NA,Semiarid,,
1284,1996,R087/T31,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,D.Nicolle,"Barcaldine, Qld",,Combination,0.2063,22.67083359,519,0.333333333,NA,NA,0,NA,NA,Semiarid,,
1590,1996,R088/T05,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,D.Nicolle,"Bordertown, SA",CCA1523,Lignotuber,0.264,15.22500038,455,0.25,0.5,4,1,0,4,Semiarid,,
1590,1996,R088/T06,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,D.Nicolle,"Bordertown, SA",CCA1524,Lignotuber,0.264,15.22500038,455,0.25,0.5,4,1,0,4,Semiarid,,
1590,1996,R088/T08,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,D.Nicolle,"Bordertown, SA",CCA1526,Lignotuber,0.264,15.22500038,455,0.25,0.5,4,1,0,4,Semiarid,,
1220,1996,R088/T35,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA1543,Combination,0.2565,16.72083282,496,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,x,
1220,1996,R088/T37,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA1545,Combination,0.2565,16.72083282,496,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,,
1220,1996,R088/T38,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"West Wyalong, NSW",CCA1546,Combination,0.2565,16.72083282,496,0.5,0.577350269,4,0.5,0.577350269,4,Semiarid,,
1276,1996,R089/T15,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,D.Nicolle,"Springsure, Qld",CCA1556,Combination,0.3023,20.87916565,641,0,0,4,0,0,4,Semiarid,,
1276,1996,R089/T16,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,D.Nicolle,"Springsure, Qld",CCA1557,Combination,0.3023,20.87916565,641,0,0,4,0,0,4,Semiarid,,
1276,1996,R089/T17,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,D.Nicolle,"Springsure, Qld",CCA1558,Combination,0.3023,20.87916565,641,0,0,4,0,0,4,Semiarid,,
1279,1996,R089/T19,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,D.Nicolle,"Springsure, Qld",CCA1560,Combination,0.2771,20.98333359,600,0,0,4,0,0,4,Semiarid,,
1279,1996,R089/T20,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,D.Nicolle,"Springsure, Qld",CCA1561,Combination,0.2771,20.98333359,600,0,0,4,0,0,4,Semiarid,,
1279,1996,R089/T22,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,D.Nicolle,"Springsure, Qld",CCA1563,Combination,0.2771,20.98333359,600,0,0,4,0,0,4,Semiarid,,
1267,1996,R089/T26,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,D.Nicolle,"Isla Gorge 2, Qld",CCA1565,Combination,0.3344,20.01666641,665,0.666666667,1.154700538,4,1,0,4,Semiarid,,
1267,1996,R089/T27,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,D.Nicolle,"Isla Gorge 2, Qld",CCA1566,Combination,0.3344,20.01666641,665,0.666666667,1.154700538,4,1,0,4,Semiarid,,
1267,1996,R089/T29,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,D.Nicolle,"Isla Gorge 2, Qld",CCA1567,Combination,0.3344,20.01666641,665,0.666666667,1.154700538,4,1,0,4,Semiarid,,
1281,1996,R090/T01,Eucalyptus thozetiana,Eucalyptus thozetiana,Adnataria,D.Nicolle,"Jericho, Qld",CCA1574,Combination,0.2221,21.74166679,522,0,0,4,0,0,4,Semiarid,,
1272,1996,R090/T09,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,D.Nicolle,"Carnarvon Range, Qld",,Combination,0.3692,15.97916698,668,1.25,NA,NA,0,NA,NA,Semiarid,,
1272,1996,R090/T10,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,D.Nicolle,"Carnarvon Range, Qld",,Combination,0.3692,15.97916698,668,1.25,NA,NA,0,NA,NA,Semiarid,,
1272,1996,R090/T12,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,D.Nicolle,"Carnarvon Range, Qld",,Combination,0.3692,15.97916698,668,1.25,NA,NA,0,NA,NA,Semiarid,,
1293,1996,R090/T17,Eucalyptus brownii,Eucalyptus brownii,Adnataria,D.Nicolle,"Pentland, Qld",CCA1587,Combination,0.2708,22.70416641,631,0.5,0.707106781,3,0,0,3,Semiarid,,
1293,1996,R090/T19,Eucalyptus brownii,Eucalyptus brownii,Adnataria,D.Nicolle,"Pentland, Qld",CCA1588,Combination,0.2708,22.70416641,631,0.5,0.707106781,3,0,0,3,Semiarid,,
1264,1996,R090/T21,Eucalyptus corynodes,Eucalyptus corynodes,Adnataria,D.Nicolle,"Cracow, Qld",CCA1590,Combination,0.3321,19.8125,654,0.5,0.707106781,3,0,0,3,Semiarid,,
1264,1996,R090/T22,Eucalyptus corynodes,Eucalyptus corynodes,Adnataria,D.Nicolle,"Cracow, Qld",CCA1591,Combination,0.3321,19.8125,654,0.5,0.707106781,3,0,0,3,Semiarid,,
1289,1996,R090/T24,Eucalyptus exilipes,Eucalyptus exilipes,Adnataria,D.Nicolle,"White Mountains, Qld",,Combination,0.2524,22.18333244,581,0,NA,NA,0.333333333,NA,NA,Semiarid,,
1254,1996,R090/T26,Eucalyptus infera,Eucalyptus infera,Exsertaria,D.Nicolle,"Durikai State Forest, Qld",CCA1594,Lignotuber,0.4278,15.86666679,732,0,0,4,0,0,4,Semiarid,,
1254,1996,R090/T27,Eucalyptus infera,Eucalyptus infera,Exsertaria,D.Nicolle,"Durikai State Forest, Qld",CCA1595,Lignotuber,0.4278,15.86666679,732,0,0,4,0,0,4,Semiarid,,
1254,1996,R090/T28,Eucalyptus infera,Eucalyptus infera,Exsertaria,D.Nicolle,"Durikai State Forest, Qld",CCA1596,Lignotuber,0.4278,15.86666679,732,0,0,4,0,0,4,Semiarid,,
1260,1996,R090/T30,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,D.Nicolle,"Eidsvold, Qld",,Combination,0.3433,20.40833282,667,1,NA,NA,1,NA,NA,Semiarid,,
1260,1996,R090/T31,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,D.Nicolle,"Eidsvold, Qld",,Combination,0.3433,20.40833282,667,1,NA,NA,1,NA,NA,Semiarid,,
1260,1996,R090/T33,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,D.Nicolle,"Eidsvold, Qld",,Combination,0.3433,20.40833282,667,1,NA,NA,1,NA,NA,Semiarid,,
1291,1996,R091/T02,Eucalyptus persistens,Eucalyptus persistens,Adnataria,D.Nicolle,"White Mountains, Qld",CCA1605,Combination,0.2603,22.54166603,608,0.333333333,0.577350269,4,0,0,4,Semiarid,,
1291,1996,R091/T03,Eucalyptus persistens,Eucalyptus persistens,Adnataria,D.Nicolle,"White Mountains, Qld",CCA1606,Combination,0.2603,22.54166603,608,0.333333333,0.577350269,4,0,0,4,Semiarid,,
1291,1996,R091/T04,Eucalyptus persistens,Eucalyptus persistens,Adnataria,D.Nicolle,"White Mountains, Qld",CCA1607,Combination,0.2603,22.54166603,608,0.333333333,0.577350269,4,0,0,4,Semiarid,,
1308,1996,R091/T32,Eucalyptus atrata,Eucalyptus atrata,Adnataria,D.Nicolle,"Herberton, Qld",CCA1620,Combination,0.8186,20.27083397,1482,0.25,0.5,4,0.25,0.5,4,Humid,,
1308,1996,R091/T33,Eucalyptus atrata,Eucalyptus atrata,Adnataria,D.Nicolle,"Herberton, Qld",CCA1621,Combination,0.8186,20.27083397,1482,0.25,0.5,4,0.25,0.5,4,Humid,,
1308,1996,R091/T34,Eucalyptus atrata,Eucalyptus atrata,Adnataria,D.Nicolle,"Herberton, Qld",CCA1622,Combination,0.8186,20.27083397,1482,0.25,0.5,4,0.25,0.5,4,Humid,,
1255,1996,R092/T19,Eucalyptus chloroclada,Eucalyptus chloroclada,Exsertaria,D.Nicolle,"Warwick, Qld",CCA1633,Combination,0.411,17.29999924,735,0.75,1.5,4,0,0,4,Semiarid,,
1255,1996,R092/T20,Eucalyptus chloroclada,Eucalyptus chloroclada,Exsertaria,D.Nicolle,"Warwick, Qld",CCA1634,Combination,0.411,17.29999924,735,0.75,1.5,4,0,0,4,Semiarid,,
1255,1996,R092/T21,Eucalyptus chloroclada,Eucalyptus chloroclada,Exsertaria,D.Nicolle,"Warwick, Qld",CCA1635,Combination,0.411,17.29999924,735,0.75,1.5,4,0,0,4,Semiarid,,
1323,1996,R093/T03,Eucalyptus lockyeri,Eucalyptus lockyeri,Exsertaria,D.Nicolle,"Ravenshoe, Qld",,Combination,0.8499,19.61249924,1501,1.5,NA,NA,1,NA,NA,Humid,,
1323,1996,R093/T04,Eucalyptus lockyeri,Eucalyptus lockyeri,Exsertaria,D.Nicolle,"Ravenshoe, Qld",,Combination,0.8499,19.61249924,1501,1.5,NA,NA,1,NA,NA,Humid,,
1314,1996,R093/T08,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Exsertaria,D.Nicolle,"Laura, Qld",CCA1644,Combination,0.4977,26.09166718,1062,1.5,0.577350269,5,1.25,0.5,5,Semiarid,,
1314,1996,R093/T09,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Exsertaria,D.Nicolle,"Laura, Qld",CCA1645,Combination,0.4977,26.09166718,1062,1.5,0.577350269,5,1.25,0.5,5,Semiarid,,
1314,1996,R093/T12,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Exsertaria,D.Nicolle,"Laura, Qld",CCA1647,Combination,0.4977,26.09166718,1062,1.5,0.577350269,5,1.25,0.5,5,Semiarid,,
1305,1996,R094/T01,Eucalyptus granitica,Eucalyptus granitica,Adnataria,,"Herberton, Qld",,Combination,0.8318,19.9375,1487,0.333333333,NA,NA,0.333333333,NA,NA,Humid,x,
1305,1996,R094/T02,Eucalyptus granitica,Eucalyptus granitica,Adnataria,,"Herberton, Qld",,Combination,0.8318,19.9375,1487,0.333333333,NA,NA,0.333333333,NA,NA,Humid,,
1305,1996,R094/T03,Eucalyptus granitica,Eucalyptus granitica,Adnataria,,"Herberton, Qld",,Combination,0.8318,19.9375,1487,0.333333333,NA,NA,0.333333333,NA,NA,Humid,,
1309,1996,R094/T18,Eucalyptus insulana,Eucalyptus insulana,Exsertaria,D.Nicolle,"Walkamin, Qld",CCA1670,Combination,0.8819,20.97083282,1564,0.666666667,0.577350269,4,0.333333333,0.577350269,4,Humid,,
1309,1996,R094/T20,Eucalyptus insulana,Eucalyptus insulana,Exsertaria,D.Nicolle,"Walkamin, Qld",CCA1671,Combination,0.8819,20.97083282,1564,0.666666667,0.577350269,4,0.333333333,0.577350269,4,Humid,,
1309,1996,R094/T21,Eucalyptus insulana,Eucalyptus insulana,Exsertaria,D.Nicolle,"Walkamin, Qld",CCA1672,Combination,0.8819,20.97083282,1564,0.666666667,0.577350269,4,0.333333333,0.577350269,4,Humid,,
1322,1996,R094/T26,Eucalyptus cullenii,Eucalyptus cullenii,Adnataria,D.Nicolle,"Lakeland, Qld",,Combination,0.5211,24.20000076,1045,0,NA,NA,0,NA,NA,DrySubhumid,,
1322,1996,R094/T27,Eucalyptus cullenii,Eucalyptus cullenii,Adnataria,D.Nicolle,"Lakeland, Qld",,Combination,0.5211,24.20000076,1045,0,NA,NA,0,NA,NA,DrySubhumid,,
