ï..UniqueID,Yearplanted.x,RowTree,Current.name,TaxonoriginalDN,Section,Collector,Population,FieldID,Regeneration.Strategy,AICorrected,MAT,MAP,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,AridityClass,Sampled.ANU,Threatened.NSW
2555,1999,R178/T13,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Silverton, NSW",CCA3575,Combination,0.0966,18.35833359,238,0,0,4,0,0,4,Arid,,
2555,1999,R178/T14,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Silverton, NSW",CCA3576,Combination,0.0966,18.35833359,238,0,0,4,0,0,4,Arid,,
2555,1999,R178/T16,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Silverton, NSW",CCA3578,Combination,0.0966,18.35833359,238,0,0,4,0,0,4,Arid,,
2677,2000,R182/T34,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,D.Nicolle,"Warburton, WA",CCA3627,Combination,0.0739,21.18333244,224,0,0,4,1,1.732050808,4,Arid,,
2677,2000,R182/T37,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,D.Nicolle,"Warburton, WA",CCA3629,Combination,0.0739,21.18333244,224,0,0,4,1,1.732050808,4,Arid,,
2957,2000,R185/T28,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,D.Nicolle,"Wilcannia, NSW",CCA3711,Combination,0.1191,19.43333244,285,0,0,4,0,0,4,Arid,x,
2957,2000,R185/T29,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,D.Nicolle,"Wilcannia, NSW",CCA3712,Combination,0.1191,19.43333244,285,0,0,4,0,0,4,Arid,,
2957,2000,R185/T30,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,D.Nicolle,"Wilcannia, NSW",CCA3713,Combination,0.1191,19.43333244,285,0,0,4,0,0,4,Arid,,
2761,2000,R185/T37,Eucalyptus petraea,Eucalyptus petraea,Adnataria,D.Nicolle,"Diemals Station, WA",CCA3719,Lignotuber,0.1069,19.65416718,276,0,0,4,0,0,4,Arid,,
2761,2000,R185/T38,Eucalyptus petraea,Eucalyptus petraea,Adnataria,D.Nicolle,"Diemals Station, WA",CCA3720,Lignotuber,0.1069,19.65416718,276,0,0,4,0,0,4,Arid,,
2761,2000,R185/T39,Eucalyptus petraea,Eucalyptus petraea,Adnataria,D.Nicolle,"Diemals Station, WA",CCA3721,Lignotuber,0.1069,19.65416718,276,0,0,4,0,0,4,Arid,,
2954,2000,R186/T11,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,D.Nicolle,"Nyngan, NSW",CCA3729,Combination,0.2372,18.95000076,508,0.5,0.577350269,4,0.25,0.5,4,Semiarid,,
2954,2000,R186/T12,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,D.Nicolle,"Nyngan, NSW",CCA3730,Combination,0.2372,18.95000076,508,0.5,0.577350269,4,0.25,0.5,4,Semiarid,,
2954,2000,R186/T13,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,D.Nicolle,"Nyngan, NSW",CCA3731,Combination,0.2372,18.95000076,508,0.5,0.577350269,4,0.25,0.5,4,Semiarid,,
2897,2000,R187/T05,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,D.Nicolle,"Barham, NSW",CCA3751,Combination,0.2086,15.9333334,382,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,X
2897,2000,R187/T06,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,D.Nicolle,"Barham, NSW",CCA3752,Combination,0.2086,15.9333334,382,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,X
2897,2000,R187/T07,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,D.Nicolle,"Barham, NSW",CCA3753,Combination,0.2086,15.9333334,382,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,X
2895,2000,R187/T08,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"Boundary Bend, Vic",CCA3754,Combination,0.1757,16.875,348,0,0,4,0.25,0.5,4,Arid,,
2895,2000,R187/T09,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"Boundary Bend, Vic",CCA3755,Combination,0.1757,16.875,348,0,0,4,0.25,0.5,4,Arid,,
2895,2000,R187/T10,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,D.Nicolle,"Boundary Bend, Vic",CCA3756,Combination,0.1757,16.875,348,0,0,4,0.25,0.5,4,Arid,,
2580,2000,R188/T01,Eucalyptus odorata,Eucalyptus odorata (E. silvestris),Adnataria,D.Nicolle,"Serviceton, Vic",CCA3776,Combination,0.2802,14.83333302,463,0,0,4,0,0,4,Semiarid,,
2580,2000,R188/T02,Eucalyptus odorata,Eucalyptus odorata (E. silvestris),Adnataria,D.Nicolle,"Serviceton, Vic",CCA3777,Combination,0.2802,14.83333302,463,0,0,4,0,0,4,Semiarid,,
2580,2000,R188/T03,Eucalyptus odorata,Eucalyptus odorata (E. silvestris),Adnataria,D.Nicolle,"Serviceton, Vic",CCA3778,Combination,0.2802,14.83333302,463,0,0,4,0,0,4,Semiarid,,
2583,2000,R188/T13,Eucalyptus froggattii,Eucalyptus froggattii,Adnataria,D.Nicolle,"Mitre, Vic",CCA3787,Lignotuber,0.2697,14.52499962,452,0,0,4,0.75,0.5,4,Semiarid,,
2583,2000,R188/T14,Eucalyptus froggattii,Eucalyptus froggattii,Adnataria,D.Nicolle,"Mitre, Vic",CCA3788,Lignotuber,0.2697,14.52499962,452,0,0,4,0.75,0.5,4,Semiarid,,
2583,2000,R188/T15,Eucalyptus froggattii,Eucalyptus froggattii,Adnataria,D.Nicolle,"Mitre, Vic",CCA3789,Lignotuber,0.2697,14.52499962,452,0,0,4,0.75,0.5,4,Semiarid,,
2899,2000,R189/T01,Eucalyptus polyanthemos subsp. polyanthemos,Eucalyptus polyanthemos subsp. polyanthemos,Adnataria,D.Nicolle,"Adelong, NSW",CCA3804,Combination,0.4878,14.76666641,814,1,0.816496581,4,1.25,0.5,4,Semiarid,,
2899,2000,R189/T03,Eucalyptus polyanthemos subsp. polyanthemos,Eucalyptus polyanthemos subsp. polyanthemos,Adnataria,D.Nicolle,"Adelong, NSW",CCA3806,Combination,0.4878,14.76666641,814,1,0.816496581,4,1.25,0.5,4,Semiarid,,
2899,2000,R189/T04,Eucalyptus polyanthemos subsp. polyanthemos,Eucalyptus polyanthemos subsp. polyanthemos,Adnataria,D.Nicolle,"Adelong, NSW",CCA3807,Combination,0.4878,14.76666641,814,1,0.816496581,4,1.25,0.5,4,Semiarid,,
2898,2000,R189/T23,Eucalyptus albens,Eucalyptus albens,Adnataria,D.Nicolle,"Wagga Wagga, NSW",CCA3820,Combination,0.3177,15.79166698,565,0,0,4,0,0,4,Semiarid,,
2898,2000,R189/T24,Eucalyptus albens,Eucalyptus albens,Adnataria,D.Nicolle,"Wagga Wagga, NSW",CCA3821,Combination,0.3177,15.79166698,565,0,0,4,0,0,4,Semiarid,x,
2898,2000,R189/T26,Eucalyptus albens,Eucalyptus albens,Adnataria,D.Nicolle,"Wagga Wagga, NSW",CCA3823,Combination,0.3177,15.79166698,565,0,0,4,0,0,4,Semiarid,,
2581,2000,R189/T28,Eucalyptus leucoxylon subsp. stephaniae,Eucalyptus leucoxylon subsp. stephaniae,Adnataria,D.Nicolle,"Little Desert, Vic",CCA3825,Combination,0.261,14.2458334,441,0,0,4,0,0,4,Semiarid,,
2581,2000,R189/T29,Eucalyptus leucoxylon subsp. stephaniae,Eucalyptus leucoxylon subsp. stephaniae,Adnataria,D.Nicolle,"Little Desert, Vic",CCA3826,Combination,0.261,14.2458334,441,0,0,4,0,0,4,Semiarid,,
2585,2000,R190/T17,Eucalyptus leucoxylon subsp. leucoxylon,Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata),Adnataria,D.Nicolle,"Bacchus Marsh, Vic",CCA3841,Combination,0.4136,13.75,597,0,0,4,0,0,4,Semiarid,x,
2585,2000,R190/T18,Eucalyptus leucoxylon subsp. leucoxylon,Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata),Adnataria,D.Nicolle,"Bacchus Marsh, Vic",CCA3842,Combination,0.4136,13.75,597,0,0,4,0,0,4,Semiarid,,
2585,2000,R190/T20,Eucalyptus leucoxylon subsp. leucoxylon,Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata),Adnataria,D.Nicolle,"Bacchus Marsh, Vic",CCA3844,Combination,0.4136,13.75,597,0,0,4,0,0,4,Semiarid,,
2930,2000,R190/T22,Eucalyptus caleyi subsp. ovendenii,Eucalyptus caleyi subsp. ovendenii,Adnataria,D.Nicolle,"Gibraltar Rock, NSW",CCA3845,Combination,0.458,16.21666718,792,0,0,4,0,0,4,Semiarid,,X
2930,2000,R190/T23,Eucalyptus caleyi subsp. ovendenii,Eucalyptus caleyi subsp. ovendenii,Adnataria,D.Nicolle,"Gibraltar Rock, NSW",CCA3846,Combination,0.458,16.21666718,792,0,0,4,0,0,4,Semiarid,,X
2932,2000,R190/T25,Eucalyptus exserta,Eucalyptus exserta,Exsertaria,D.Nicolle,"Inglewood, Qld",,Combination,0.3765,18.09583282,709,0.25,NA,NA,0.25,NA,NA,Semiarid,,
2932,2000,R190/T26,Eucalyptus exserta,Eucalyptus exserta,Exsertaria,D.Nicolle,"Inglewood, Qld",,Combination,0.3765,18.09583282,709,0.25,NA,NA,0.25,NA,NA,Semiarid,,
2932,2000,R190/T27,Eucalyptus exserta,Eucalyptus exserta,Exsertaria,D.Nicolle,"Inglewood, Qld",,Combination,0.3765,18.09583282,709,0.25,NA,NA,0.25,NA,NA,Semiarid,,
2937,2000,R191/T09,Eucalyptus tereticornis subsp. basaltica,Eucalyptus tereticornis subsp. basaltica,Exsertaria,D.Nicolle,"Crows Nest, Qld",,Combination,0.5699,17.32916641,967,0,NA,NA,0.25,NA,NA,DrySubhumid,,
2937,2000,R191/T11,Eucalyptus tereticornis subsp. basaltica,Eucalyptus tereticornis subsp. basaltica,Exsertaria,D.Nicolle,"Crows Nest, Qld",,Combination,0.5699,17.32916641,967,0,NA,NA,0.25,NA,NA,DrySubhumid,,
2937,2000,R191/T12,Eucalyptus tereticornis subsp. basaltica,Eucalyptus tereticornis subsp. basaltica,Exsertaria,D.Nicolle,"Crows Nest, Qld",,Combination,0.5699,17.32916641,967,0,NA,NA,0.25,NA,NA,DrySubhumid,,
2927,2000,R191/T29,Eucalyptus scopulorum,Eucalyptus scopulorum,Adnataria,D.Nicolle,"Peregrine Point, NSW",CCA3872,Combination,0.6759,14.08749962,997,0,0,4,0,0,4,DrySubhumid,,X
2927,2000,R191/T30,Eucalyptus scopulorum,Eucalyptus scopulorum,Adnataria,D.Nicolle,"Peregrine Point, NSW",CCA3873,Combination,0.6759,14.08749962,997,0,0,4,0,0,4,DrySubhumid,,X
2927,2000,R191/T31,Eucalyptus scopulorum,Eucalyptus scopulorum,Adnataria,D.Nicolle,"Peregrine Point, NSW",CCA3874,Combination,0.6759,14.08749962,997,0,0,4,0,0,4,DrySubhumid,,X
2902,2000,R192/T05,Eucalyptus bosistoana,Eucalyptus bosistoana,Adnataria,D.Nicolle,"Nerrigundah, NSW",CCA3877,Combination,0.6612,14.22916698,909,0,0,4,0.5,0.577350269,4,DrySubhumid,,
2902,2000,R192/T07,Eucalyptus bosistoana,Eucalyptus bosistoana,Adnataria,D.Nicolle,"Nerrigundah, NSW",CCA3879,Combination,0.6612,14.22916698,909,0,0,4,0.5,0.577350269,4,DrySubhumid,,
2902,2000,R192/T08,Eucalyptus bosistoana,Eucalyptus bosistoana,Adnataria,D.Nicolle,"Nerrigundah, NSW",CCA3880,Combination,0.6612,14.22916698,909,0,0,4,0.5,0.577350269,4,DrySubhumid,,
2945,2000,R192/T21,Eucalyptus magnificata,Eucalyptus magnificata,Adnataria,D.Nicolle,"Enmore, NSW",CCA3886,Combination,0.5528,13.46666718,836,1,1.154700538,4,0.75,0.5,4,DrySubhumid,,X
2945,2000,R192/T22,Eucalyptus magnificata,Eucalyptus magnificata,Adnataria,D.Nicolle,"Enmore, NSW",CCA3887,Combination,0.5528,13.46666718,836,1,1.154700538,4,0.75,0.5,4,DrySubhumid,x,X
2945,2000,R192/T24,Eucalyptus magnificata,Eucalyptus magnificata,Adnataria,D.Nicolle,"Enmore, NSW",CCA3889,Combination,0.5528,13.46666718,836,1,1.154700538,4,0.75,0.5,4,DrySubhumid,,X
2939,2000,R193/T09,Eucalyptus rubida subsp. barbigerorum,Eucalyptus rubida subsp. barbigerorum,,D.Nicolle,"Glen Innes, NSW",CCA3895,Combination,0.5872,13.41666698,892,3.25,0.957427108,4,2.5,0.707106781,4,DrySubhumid,,X
1245,2000,R194/T13,Eucalyptus rummeryi,Eucalyptus rummeryi,Adnataria,D.Nicolle,"Mallanganee, NSW",CCA3910,Combination,0.6139,18.24166679,1036,1.666666667,NA,3,1,NA,3,DrySubhumid,,
1245,2000,R194/T14,Eucalyptus rummeryi,Eucalyptus rummeryi,Adnataria,D.Nicolle,"Mallanganee, NSW",CCA3911,Combination,0.6139,18.24166679,1036,1.666666667,NA,3,1,NA,3,DrySubhumid,,
2918,2000,R196/T01,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Karuah, NSW",CCA3925,Combination,0.7635,17.65833282,1213,0.25,0.5,4,0.25,0.5,4,Humid,,
2918,2000,R196/T02,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Karuah, NSW",CCA3926,Combination,0.7635,17.65833282,1213,0.25,0.5,4,0.25,0.5,4,Humid,,
2918,2000,R196/T03,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Karuah, NSW",CCA3927,Combination,0.7635,17.65833282,1213,0.25,0.5,4,0.25,0.5,4,Humid,,
2918,2000,R196/T04,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Adnataria,D.Nicolle,"Karuah, NSW",CCA3928,Combination,0.7635,17.65833282,1213,0.25,0.5,4,0.25,0.5,4,Humid,,
2920,2000,R196/T10,Eucalyptus rudderi,Eucalyptus rudderi,Adnataria,D.Nicolle,"Taree, NSW",CCA3929,Combination,0.7833,17.27499962,1228,1,0,4,1,0,4,Humid,,
2920,2000,R196/T11,Eucalyptus rudderi,Eucalyptus rudderi,Adnataria,D.Nicolle,"Taree, NSW",CCA3930,Combination,0.7833,17.27499962,1228,1,0,4,1,0,4,Humid,,
2920,2000,R196/T12,Eucalyptus rudderi,Eucalyptus rudderi,Adnataria,D.Nicolle,"Taree, NSW",CCA3931,Combination,0.7833,17.27499962,1228,1,0,4,1,0,4,Humid,,
1242,2000,R197/T18,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Adnataria,D.Nicolle,"Wells Crossing, NSW",CCA3942,Combination,0.7566,18.56666565,1243,0.666666667,NA,3,0.333333333,NA,3,Humid,,X
1242,2000,R197/T19,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Adnataria,D.Nicolle,"Wells Crossing, NSW",CCA3943,Combination,0.7566,18.56666565,1243,0.666666667,NA,3,0.333333333,NA,3,Humid,,X
1242,2000,R197/T20,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Adnataria,D.Nicolle,"Wells Crossing, NSW",CCA3944,Combination,0.7566,18.56666565,1243,0.666666667,NA,3,0.333333333,NA,3,Humid,,X
2903,2000,R198/T15,Eucalyptus paniculata,Eucalyptus paniculata,Adnataria,D.Nicolle,"Batemans Bay, NSW",CCA3951,Combination,0.7335,15.90833282,1065,1.666666667,0.577350269,4,1,0,4,DrySubhumid,,
2903,2000,R198/T16,Eucalyptus paniculata,Eucalyptus paniculata,Adnataria,D.Nicolle,"Batemans Bay, NSW",CCA3952,Combination,0.7335,15.90833282,1065,1.666666667,0.577350269,4,1,0,4,DrySubhumid,,
2903,2000,R198/T17,Eucalyptus paniculata,Eucalyptus paniculata,Adnataria,D.Nicolle,"Batemans Bay, NSW",CCA3953,Combination,0.7335,15.90833282,1065,1.666666667,0.577350269,4,1,0,4,DrySubhumid,,
3180,2001,R220/T13,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,D.Nicolle,"Sleaford Mere 2, SA",CCA4229,Lignotuber,0.3017,15.75833321,491,0.75,0.5,4,0.5,0.577350269,4,Semiarid,,
3180,2001,R220/T15,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,D.Nicolle,"Sleaford Mere 2, SA",CCA4231,Lignotuber,0.3017,15.75833321,491,0.75,0.5,4,0.5,0.577350269,4,Semiarid,,
3180,2001,R220/T16,Eucalyptus albopurpurea,Eucalyptus albopurpurea,Adnataria,D.Nicolle,"Sleaford Mere 2, SA",CCA4232,Lignotuber,0.3017,15.75833321,491,0.75,0.5,4,0.5,0.577350269,4,Semiarid,,
3523,2001,R224/T21,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Northampton, WA",CCA4363,Combination,0.1773,20.97916603,415,2.5,0.577350269,4,2.25,0.5,4,Arid,,
3523,2001,R224/T22,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Northampton, WA",CCA4364,Combination,0.1773,20.97916603,415,2.5,0.577350269,4,2.25,0.5,4,Arid,,
3523,2001,R224/T23,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,D.Nicolle,"Northampton, WA",CCA4365,Combination,0.1773,20.97916603,415,2.5,0.577350269,4,2.25,0.5,4,Arid,,
3766,2001,R229/T22,Eucalyptus petraea,Eucalyptus petraea,Adnataria,D.Nicolle,"Coorow, WA",CCA4517,Lignotuber,0.144,19.3125,350,0,0,4,0,0,4,Arid,,
3766,2001,R229/T23,Eucalyptus petraea,Eucalyptus petraea,Adnataria,D.Nicolle,"Coorow, WA",CCA4518,Lignotuber,0.144,19.3125,350,0,0,4,0,0,4,Arid,,
3536,2001,R235/T01,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,D.Nicolle,"Murchison River, WA",CCA4659,Lignotuber,0.1326,20.89999962,325,0,0,4,0,0,4,Arid,,
3536,2001,R235/T02,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,D.Nicolle,"Murchison River, WA",CCA4660,Lignotuber,0.1326,20.89999962,325,0,0,4,0,0,4,Arid,,
3536,2001,R235/T04,Eucalyptus cuprea,Eucalyptus cuprea,Adnataria,D.Nicolle,"Murchison River, WA",CCA4662,Lignotuber,0.1326,20.89999962,325,0,0,4,0,0,4,Arid,,
3183,2001,R235/T25,Eucalyptus behriana,Eucalyptus behriana,Adnataria,D.Nicolle,"Edillilie, SA",CCA4679,Lignotuber,0.2803,16.37916565,500,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,
3183,2001,R235/T27,Eucalyptus behriana,Eucalyptus behriana,Adnataria,D.Nicolle,"Edillilie, SA",CCA4681,Lignotuber,0.2803,16.37916565,500,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,
3183,2001,R235/T28,Eucalyptus behriana,Eucalyptus behriana,Adnataria,D.Nicolle,"Edillilie, SA",CCA4682,Lignotuber,0.2803,16.37916565,500,1.5,0.577350269,4,1.5,0.577350269,4,Semiarid,,
4172,2002,R200/T21,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,,"Cooper Creek, SA",CCA3989,Combination,0.046,21.82917,136,0,0,4,0,0,4,Hyperarid,,
4172,2002,R200/T24,Eucalyptus largiflorens,Eucalyptus largiflorens,Adnataria,,"Cooper Creek, SA",CCA3992,Combination,0.046,21.82917,136,0,0,4,0,0,4,Hyperarid,,
4283,2002,R200/T25,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4283,2002,R200/T27,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4283,2002,R200/T28,Eucalyptus lucasii,Eucalyptus lucasii,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4279,2002,R201/T13,Eucalyptus rowleyi,Eucalyptus rowleyi,Adnataria,D.Nicolle,"Rudall River, WA",,Lignotuber,0.0767,24.8875,248,0,NA,NA,0,NA,NA,Arid,,
4279,2002,R201/T15,Eucalyptus rowleyi,Eucalyptus rowleyi,Adnataria,D.Nicolle,"Rudall River, WA",,Lignotuber,0.0767,24.8875,248,0,NA,NA,0,NA,NA,Arid,,
1191,2002,R201/T21,Eucalyptus aridimontana,Eucalyptus aridomontana,Adnataria,D.Nicolle,"Mt Nameless 1, WA",,Lignotuber,0.1349,22.64166641,397,0,NA,NA,0,NA,NA,Arid,,
4184,2002,R202/T08,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,,"Mt Isa, Qld",CCA4019,Lignotuber,0.1631,24.4,476,0,0,4,0,0,4,Arid,,
4184,2002,R202/T09,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,,"Mt Isa, Qld",CCA4020,Lignotuber,0.1631,24.4,476,0,0,4,0,0,4,Arid,,
4184,2002,R202/T11,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Exsertaria,,"Mt Isa, Qld",CCA4022,Lignotuber,0.1631,24.4,476,0,0,4,0,0,4,Arid,,
4179,2002,R203/T10,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,D.Nicolle,"Dajarra, Qld",CCA4039,Lignotuber,0.1211,24.25833,354,0,0,4,0,0,4,Arid,,
4179,2002,R203/T11,Eucalyptus normantonensis,Eucalyptus normantonensis,Adnataria,D.Nicolle,"Dajarra, Qld",CCA4040,Lignotuber,0.1211,24.25833,354,0,0,4,0,0,4,Arid,,
3796,2002,R207/T20,Eucalyptus blakelyi ,Eucalyptus blakelyi,Exsertaria,,Warby Range Vic,CCA4140,Combination,0.4651,14.44167,747,0,0,4,0,0,4,Semiarid,,
3796,2002,R207/T22,Eucalyptus blakelyi ,Eucalyptus blakelyi,Exsertaria,,Warby Range Vic,CCA4142,Combination,0.4651,14.44167,747,0,0,4,0,0,4,Semiarid,,
3796,2002,R207/T23,Eucalyptus blakelyi ,Eucalyptus blakelyi,Exsertaria,,Warby Range Vic,CCA4143,Combination,0.4651,14.44167,747,0,0,4,0,0,4,Semiarid,,
4231,2002,R244/T20,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,2002,R244/T21,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,2002,R244/T22,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4258,2002,R245/T10,Eucalyptus camaldulensis subsp. refulgens,Eucalyptus camaldulensis subsp. refulgens,Exsertaria,,"Coongan River, WA",CCA4870,Combination,0.0998,27.53333,312,0,0,4,0.333333333,0.577350269,4,Arid,,
4258,2002,R245/T12,Eucalyptus camaldulensis subsp. refulgens,Eucalyptus camaldulensis subsp. refulgens,Exsertaria,,"Coongan River, WA",CCA4871,Combination,0.0998,27.53333,312,0,0,4,0.333333333,0.577350269,4,Arid,,
5233,2010,R300/T25,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Exsertaria,D.Nicolle,"Yunta, SA",,Combination,0.1081,17.05833,248,0,NA,NA,0.5,NA,NA,Arid,,
5233,2010,R300/T26,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Exsertaria,D.Nicolle,"Yunta, SA",,Combination,0.1081,17.05833,248,0,NA,NA,0.5,NA,NA,Arid,,
5233,2010,R300/T27,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Exsertaria,D.Nicolle,"Yunta, SA",,Combination,0.1081,17.05833,248,0,NA,NA,0.5,NA,NA,Arid,,
4183,2002,R202/T21,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4183,2002,R202/T22,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4183,2002,R202/T23,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,2002,R244/T20,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,2002,R244/T21,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,2002,R244/T22,Eucalyptus camaldulensis subsp. obtusa,Eucalyptus camaldulensis subsp. obtusa,Exsertaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
