"","RowTree","d13C","totalN","totalC","UniqueID","Yearplanted","Current.name","TaxonoriginalDN","Section","PackedForSequencing","Diam.1.Bark","Diam.2.Bark","Diam.1.peeled","Diam.2.peeled","Volume.wood","Leaf.dry.weight","Wood.dry.weight","Taxonsimplified_DN","Acceptedname_ALA","Note.Gbif","Taxonresolution_ALA","Collector","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2019Scale","Drought2020","Drought2020Scale","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted.1","Drought2006Scale","latitude","longitude","Binomial.Dean.Nicolle","Stateoccurrence","Regeneration.Strategy","CCA","ai_et0","et0_yr","AICorrected","MAT","TWQ","TCQ","MAP","PWM","PDM","PS","PWarmQ","PDQ","PWetQ","PCQ","MDR","ISOT","TS","MaxTWM","MinTCM","TAR","MTWQ","MeanTDQ","et0_yr_corrected","PrecDeficit","ConsevationStatusNSW"
"152","R049/T17",-28.83,0.8,48,690,1994,"Eucalyptus melanophloia subsp. melanophloia","Eucalyptus melanophloia subsp. melanophloia","Adnataria","x",10.01,10.73,7.71,7.22,1.87,3.2956,1.29,"Eucalyptus melanophloia subsp. melanophloia","Eucalyptus melanophloia subsp. melanophloia","","Subspecies","D.Nicolle","Wandoan, Qld",26,16,2,150,2,53,49,17,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-26.26722222,150.0480556,"Eucalyptus melanophloia subsp. melanophloia","Qld,NSW","Combination","Y",3006,2082,0.3006,20.15833,26,13.25,626,92,27,44.66717,254,87,254,87,14.76667,51.6317,517.2867,33.3,4.7,28.6,26,13.25,0.2082,625.7918,""
"153","R049/T20",-28.74,1.2,50.2,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",13.26,12.88,10.63,10.82,4.32,3.6252,2.31,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,20,"Alive","Moderate","2","Moderate","2","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"154","R049/T21",-28.49,1.2,50,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",9.56,10.01,8.24,8.47,2.53,3.5207,1.37,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,21,"Alive","Moderate","2","Slight","1","?","Extensive","Secondary & tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"155","R049/T23",-28.36,1.2,50.3,713,1994,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","Exsertaria","x",11.13,11.34,9.48,9.39,3.23,3.4078,1.87,"Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","","Subspecies","D.Nicolle","Bororen, Qld",24,6,41,151,25,54,49,23,"Alive","Moderate","2","Moderate","2","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-24.11138889,151.4316667,"Eucalyptus tereticornis subsp. tereticornis","Qld,NSW,PNG","Combination","Y",5833,1889,0.5833,21.95,25.95,17.05,1102,214,34,63.6283,531,108,507,108,10.21667,50.57756,362.4725,30.8,10.6,20.2,25.71667,17.05,0.1889,1101.811,""
"156","R049/T24",-28.52,0.8,48.3,712,1994,"Eucalyptus moluccana","Eucalyptus moluccana","Adnataria","x",10.49,10.17,8.66,8.6,2.56,3.2073,1.78,"Eucalyptus moluccana","Eucalyptus moluccana","","Species","D.Nicolle","Gladstone, Qld",23,48,4,150,57,12,49,24,"Alive","Slight","1","None evident","0","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-23.80111111,150.9533333,"Eucalyptus moluccana","Qld,NSW","Combination","Y",4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,""
"157","R049/T25",-28.39,0.7,47.8,712,1994,"Eucalyptus moluccana","Eucalyptus moluccana","Adnataria","x",14.98,13.83,10.85,11.48,4.51,6.2698,3.16,"Eucalyptus moluccana","Eucalyptus moluccana","","Species","D.Nicolle","Gladstone, Qld",23,48,4,150,57,12,49,25,"Alive","Slight","1","None evident","0","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-23.80111111,150.9533333,"Eucalyptus moluccana","Qld,NSW","Combination","Y",4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,""
"158","R049/T26",-28.13,0.8,47.3,712,1994,"Eucalyptus moluccana","Eucalyptus moluccana","Adnataria","x",11.33,10.94,7.97,8.53,2.62,5.019,1.89,"Eucalyptus moluccana","Eucalyptus moluccana","","Species","D.Nicolle","Gladstone, Qld",23,48,4,150,57,12,49,26,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-23.80111111,150.9533333,"Eucalyptus moluccana","Qld,NSW","Combination","Y",4318,2019,0.4318,22.05833,26.21667,16.86667,872,168,30,60.026,406,96,406,96,11.4,52.53456,380.1544,31.5,9.8,21.7,26.21667,16.86667,0.2019,871.7981,""
"159","R050/T01",-28.24,0.9,46.9,722,1994,"Eucalyptus blakelyi","Eucalyptus blakelyi","Exsertaria","x",8.16,7.77,6.36,6.65,1.68,4.0107,0.88,"Eucalyptus blakelyi","Eucalyptus blakelyi","","Species","D.Nicolle","Inverell, NSW",29,44,45,151,33,38,50,1,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-29.74583333,151.5605556,"Eucalyptus blakelyi","NSW,Vic,Qld","Combination","Y",5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,""
"160","R050/T03",-28.23,1.3,51,722,1994,"Eucalyptus blakelyi","Eucalyptus blakelyi","Exsertaria","x",11.65,11.18,9.7,9.98,3.5,3.081,1.81,"Eucalyptus blakelyi","Eucalyptus blakelyi","","Species","D.Nicolle","Inverell, NSW",29,44,45,151,33,38,50,3,"Alive","None evident","0","Slight","1","?","None evident","","","","","Severe","Flowered","Flowered",1994,"3",-29.74583333,151.5605556,"Eucalyptus blakelyi","NSW,Vic,Qld","Combination","Y",5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,""
"161","R050/T04",-27.47,1.4,49.1,722,1994,"Eucalyptus blakelyi","Eucalyptus blakelyi","Exsertaria","x",12.13,12.36,10.39,10.73,4.27,3.2393,2.3,"Eucalyptus blakelyi","Eucalyptus blakelyi","","Species","D.Nicolle","Inverell, NSW",29,44,45,151,33,38,50,4,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-29.74583333,151.5605556,"Eucalyptus blakelyi","NSW,Vic,Qld","Combination","Y",5571,1590,0.5571,14.19583,19.91667,7.75,886,122,46,34.56039,329,153,328,153,12.69167,49.38391,493.0953,26.7,1,25.7,18.81667,11.61667,0.159,885.841,""
"162","R050/T06",-29.08,1.2,49.9,723,1994,"Eucalyptus dealbata","Eucalyptus dealbata","Exsertaria","x",11.2,11.43,9.73,9.17,3.3,3.3783,1.88,"Eucalyptus dealbata","Eucalyptus dealbata","","Species","D.Nicolle","Inverell, NSW",29,54,13,150,29,14,50,6,"Alive","Slight","1","Slight","1","?","Moderate","Secondary & tertiary branches","3 - 6 months","None evident","","None evident","","",1994,"0",-29.90361111,150.4872222,"Eucalyptus dealbata","NSW,Qld","Uncertain","Y",4153,1841,0.4153,16.67083,23.08333,9.7,765,105,41,28.27198,268,145,268,156,12.95833,47.81673,540.3007,30.2,3.1,27.1,23.08333,13.6,0.1841,764.8159,""
"163","R050/T09",-28.31,1.2,46.4,724,1994,"Eucalyptus dealbata","Eucalyptus dealbata","Exsertaria","x",10.83,11.25,9.67,8.52,3.16,2.0446,1.69,"Eucalyptus dealbata","Eucalyptus dealbata","","Species","D.Nicolle","Nandewar Range, NSW",30,8,23,150,4,4,50,9,"Alive","Moderate","2","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-30.13972222,150.0677778,"Eucalyptus dealbata","NSW,Qld","Uncertain","Y",4164,1808,0.4164,16.0375,22.5,9.133333,753,109,43,27.24445,255,155,255,164,12.55833,46.85945,540.7491,29.5,2.7,26.8,22.5,16.71667,0.1808,752.8192,""
"164","R050/T11",-27.12,1.1,49.7,724,1994,"Eucalyptus dealbata","Eucalyptus dealbata","Exsertaria","x",9.78,10.92,7.86,9.06,2.8,2.7219,1.63,"Eucalyptus dealbata","Eucalyptus dealbata","","Species","D.Nicolle","Nandewar Range, NSW",30,8,23,150,4,4,50,11,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-30.13972222,150.0677778,"Eucalyptus dealbata","NSW,Qld","Uncertain","Y",4164,1808,0.4164,16.0375,22.5,9.133333,753,109,43,27.24445,255,155,255,164,12.55833,46.85945,540.7491,29.5,2.7,26.8,22.5,16.71667,0.1808,752.8192,""
"165","R050/T15",-30.25,1.1,48.6,666,1994,"Eucalyptus crebra","Eucalyptus fibrosa","Adnataria","x",8.98,8.66,7.26,6.82,2.2,3.6776,1.42,"Eucalyptus fibrosa","Eucalyptus fibrosa","","Species","D.Nicolle","Baryulgil, NSW",29,18,8,152,38,41,50,15,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-29.30222222,152.6447222,"Eucalyptus fibrosa","Qld,NSW","Combination","Y",6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,""
"166","R050/T13",-28.39,0.7,46.8,666,1994,"Eucalyptus crebra","Eucalyptus fibrosa","Adnataria","x",9.38,9.32,7.46,7.72,2.31,3.2682,1.45,"Eucalyptus fibrosa","Eucalyptus fibrosa","","Species","D.Nicolle","Baryulgil, NSW",29,18,8,152,38,41,50,13,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-29.30222222,152.6447222,"Eucalyptus fibrosa","Qld,NSW","Combination","Y",6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,""
"167","R050/T16",-29.17,1.3,47.7,666,1994,"Eucalyptus crebra","Eucalyptus fibrosa","Adnataria","x",10.98,10.95,8.89,9.13,2.88,3.0713,1.83,"Eucalyptus fibrosa","Eucalyptus fibrosa","","Species","D.Nicolle","Baryulgil, NSW",29,18,8,152,38,41,50,16,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-29.30222222,152.6447222,"Eucalyptus fibrosa","Qld,NSW","Combination","Y",6368,1703,0.6368,18.67083,23.26667,13.28333,1085,168,28,53.90421,468,105,468,117,11.20833,50.71644,403.2902,28.8,6.7,22.1,23.26667,14.23333,0.1703,1084.83,""
"168","R050/T21",-26.11,1.2,49.2,720,1994,"Eucalyptus kabiana","Eucalyptus kabiana","Exsertaria","x",10.31,10.51,8.13,8.18,2.8,2.0384,1.93,"Eucalyptus kabiana","Eucalyptus kabiana","","Species","D.Nicolle","Mt Beerwah, Qld",26,53,42,152,52,51,50,21,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-26.895,152.8808333,"Eucalyptus kabiana","Qld","Lignotuber","Y",8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,""
"169","R050/T22",-26.85,1.2,49.1,720,1994,"Eucalyptus kabiana","Eucalyptus kabiana","Exsertaria","x",10.43,10.36,7.82,7.59,2.22,1.6199,1.52,"Eucalyptus kabiana","Eucalyptus kabiana","","Species","D.Nicolle","Mt Beerwah, Qld",26,53,42,152,52,51,50,22,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-26.895,152.8808333,"Eucalyptus kabiana","Qld","Lignotuber","Y",8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,""
"170","R050/T23",-28.77,1.4,49.3,720,1994,"Eucalyptus kabiana","Eucalyptus kabiana","Exsertaria","x",8.63,9.13,7.39,6.84,1.89,1.9251,1.33,"Eucalyptus kabiana","Eucalyptus kabiana","","Species","D.Nicolle","Mt Beerwah, Qld",26,53,42,152,52,51,50,23,"Alive","None evident","0","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-26.895,152.8808333,"Eucalyptus kabiana","Qld","Lignotuber","Y",8963,1682,0.8963,19.24167,23.55,14.1,1508,247,48,49.98552,635,173,588,195,10.35,50.24272,383.6478,28.6,8,20.6,23.38333,14.9,0.1682,1507.832,""
"171","R050/T33",-27.4,1.4,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","R050/T35",-28.02,0.8,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","R050/T36",-27.93,1.1,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","R051/T01",-29.96,1.2,50.6,680,1994,"Eucalyptus elegans","Eucalyptus elegans","Adnataria","x",10.36,10.52,8.19,7.92,2.59,2.1761,1.76,"Eucalyptus elegans","Eucalyptus elegans","","Species","D.Nicolle","Kogan, Qld",27,7,0,150,41,36,51,1,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-27.11666667,150.6933333,"Eucalyptus elegans","Qld,NSW","Combination","Y",3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,""
"175","R051/T03",-29.89,1.5,49.2,680,1994,"Eucalyptus elegans","Eucalyptus elegans","Adnataria","x",9.61,10.22,7.41,7.58,2.33,1.0804,1.58,"Eucalyptus elegans","Eucalyptus elegans","","Species","D.Nicolle","Kogan, Qld",27,7,0,150,41,36,51,3,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-27.11666667,150.6933333,"Eucalyptus elegans","Qld,NSW","Combination","Y",3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,""
"176","R051/T04",-29.28,1.5,49.3,680,1994,"Eucalyptus elegans","Eucalyptus elegans","Adnataria","x",10.56,9.45,7.3,7.17,1.9,1.178,1.24,"Eucalyptus elegans","Eucalyptus elegans","","Species","D.Nicolle","Kogan, Qld",27,7,0,150,41,36,51,4,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-27.11666667,150.6933333,"Eucalyptus elegans","Qld,NSW","Combination","Y",3167,1944,0.3167,19.06667,24.93333,12.21667,616,89,24,41.21154,242,86,242,86,12.86667,48.37093,516.4183,31.6,5,26.6,24.93333,12.21667,0.1944,615.8056,""
"177","R051/T07",-28.33,1,47.9,686,1994,"Eucalyptus argophloia","Eucalyptus argophloia","Adnataria","x",10.61,10.37,8.62,8.8,2.9,1.4609,1.87,"Eucalyptus argophloia","Eucalyptus argophloia","","Species","D.Nicolle","Burncluith, Qld",26,37,52,150,44,5,51,7,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-26.63111111,150.7347222,"Eucalyptus argophloia","Qld","Combination","Y",3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,""
"178","R051/T05",-29.05,1,49,686,1994,"Eucalyptus argophloia","Eucalyptus argophloia","Adnataria","x",13.43,12.03,11.41,9.94,4.07,1.4805,2.47,"Eucalyptus argophloia","Eucalyptus argophloia","","Species","D.Nicolle","Burncluith, Qld",26,37,52,150,44,5,51,5,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-26.63111111,150.7347222,"Eucalyptus argophloia","Qld","Combination","Y",3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,""
"179","R051/T08",-28.52,1,48.4,686,1994,"Eucalyptus argophloia","Eucalyptus argophloia","Adnataria","x",10.46,10.51,9.48,9.23,3.45,1.5085,2.25,"Eucalyptus argophloia","Eucalyptus argophloia","","Species","D.Nicolle","Burncluith, Qld",26,37,52,150,44,5,51,6,"Alive","None evident","0","None evident","0","?","","","","","","Slight","Flowered","Flowered",1994,"1",-26.63111111,150.7347222,"Eucalyptus argophloia","Qld","Combination","Y",3121,2021,0.3121,19.59583,25.41667,12.68333,631,94,24,45.15936,258,84,258,84,14.275,50.80071,516.4101,32.5,4.4,28.1,25.41667,12.68333,0.2021,630.7979,""
"180","R051/T14",-26.2,1.3,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","R051/T15",-28.27,1,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","R051/T16",-27.24,2,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","R052/T01",-25.32,1,50.3,671,1994,"Eucalyptus prava","Eucalyptus prava","Exsertaria","x",11.04,10.83,7.97,8.07,2.45,3.6802,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","R052/T04",-27.96,1.7,48.8,671,1994,"Eucalyptus prava","Eucalyptus prava","Exsertaria","x",9.72,9.75,8.4,8.19,3.02,1.6007,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","R052/T06",-28.09,1.5,49.5,668,1994,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","Exsertaria","x",8.02,8.63,7.05,6.37,1.74,4.1927,0.97,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","","Subspecies","D.Nicolle","Tenterfield, NSW",29,4,47,152,0,16,52,6,"Alive","Slight","1","Slight","1","?","Scattered","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1994,"0",-29.07972222,152.0044444,"Eucalyptus amplifolia subsp. sessiliflora","NSW,Qld","Combination","Y",5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,""
"186","R052/T07",-28.45,1,49.3,668,1994,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","Exsertaria","x",13.37,12.47,12.04,10.11,4.2,4.412,2.14,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","","Subspecies","D.Nicolle","Tenterfield, NSW",29,4,47,152,0,16,52,7,"Alive","None evident","0","None evident","0","?","","","","","","None evident","Flowered","Flowered",1994,"0",-29.07972222,152.0044444,"Eucalyptus amplifolia subsp. sessiliflora","NSW,Qld","Combination","Y",5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,""
"187","R052/T08",-29.22,1,50.1,668,1994,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","Exsertaria","x",9.11,8.52,7.94,7.37,2.13,3.5233,1.33,"Eucalyptus amplifolia subsp. sessiliflora","Eucalyptus amplifolia subsp. sessiliflora","","Subspecies","D.Nicolle","Tenterfield, NSW",29,4,47,152,0,16,52,8,"Alive","Slight","1","Slight","1","?","None evident","","","","","None evident","Flowered","Flowered",1994,"0",-29.07972222,152.0044444,"Eucalyptus amplifolia subsp. sessiliflora","NSW,Qld","Combination","Y",5714,1543,0.5714,14.7,20.06667,8.616667,882,117,37,37.53374,335,134,335,134,12.36667,50.06748,463.0973,26.3,1.6,24.7,20.06667,8.616667,0.1543,881.8457,""
"188","R052/T09",-29.01,1.4,49.4,674,1994,"Eucalyptus sideroxylon","Eucalyptus sideroxylon","Adnataria","x",9.1,9.66,7.43,6.87,2.11,1.5133,1.26,"Eucalyptus sideroxylon","Eucalyptus sideroxylon","","Species","D.Nicolle","Wallangarra, Qld",28,54,3,151,54,28,52,9,"Alive","None evident","0","None evident","0","?","","","","","","None evident","","",1994,"0",-28.90083333,151.9077778,"Eucalyptus sideroxylon","NSW,Vic,Qld","Combination","Y",5225,1609,0.5225,15.20833,20.73333,8.95,841,110,37,36.45587,318,134,318,134,12.35,49.00793,476.1247,27.2,2,25.2,20.73333,8.95,0.1609,840.8391,""
